TIRF Data File: Project 1792; Run 29; ISO False; ID 0ewPQRp
ET	V	SA	IA	RL	FX	FY	FZ	MX	MZ	NFX	NFY	P	N	HT	RE	SR	TSTO	TSTC	TSTI	TSTSI	RST	CFZ	CV	CSA	CSR	CP	CIA	AmbTmp	TLT1	TLT2	TLT3	TLT4	TLT5	TLT6	TLT7	TLT8
s	kph	deg	deg	cm	N	N	N	Nm	Nm	none	none	psi	rpm	Nm	cm	SAE	deg c	deg c	deg c	deg c	deg c	N	kph	deg	none	psi	deg	deg c								
0.73	0.01	0.010	0.004	32.48	18.00	-17.72	-2941.52	69.12	4.44	-0.01	0.01	17.07	-0.15	-4.39	-14.41	-3.25	28.95	27.52	30.10	26.44	22.49	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.74	0.02	0.010	0.005	32.48	13.85	-18.76	-2940.42	68.74	3.88	-0.00	0.01	17.07	0.09	-1.95	49.57	-0.34	28.97	27.53	30.15	26.43	22.47	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.75	-0.02	0.006	-0.000	32.48	14.48	-21.40	-2943.76	68.68	3.63	-0.00	0.01	17.07	0.09	0.49	-55.99	-1.58	29.02	27.53	30.15	26.46	22.46	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.76	0.02	0.016	0.011	32.47	16.59	-20.77	-2945.10	69.49	4.24	-0.01	0.01	17.07	-0.03	-4.39	-162.87	-1.20	28.97	27.55	30.18	26.46	22.49	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.77	0.03	0.007	0.010	32.48	16.55	-19.70	-2947.52	70.67	4.23	-0.01	0.01	17.06	0.09	-1.95	75.96	-0.57	28.99	27.57	30.13	26.44	22.50	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.78	0.02	0.013	0.001	32.48	17.95	-19.00	-2943.93	69.82	4.42	-0.01	0.01	17.05	0.22	-4.39	21.51	0.51	29.02	27.59	30.15	26.44	22.52	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.79	-0.02	0.012	-0.000	32.48	15.15	-17.90	-2941.67	69.77	4.04	-0.01	0.01	17.06	-0.03	-6.84	183.97	-0.82	29.07	27.58	30.18	26.49	22.56	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.80	0.01	0.004	0.004	32.48	17.90	-17.73	-2945.02	70.20	4.40	-0.01	0.01	17.04	-0.03	-5.62	-76.16	-1.43	29.11	27.59	30.20	26.54	22.60	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.81	0.01	0.015	0.005	32.48	18.04	-16.52	-2943.79	69.67	5.10	-0.01	0.01	17.04	0.09	0.49	23.18	0.40	29.11	27.58	30.16	26.52	22.61	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.82	-0.00	0.016	0.001	32.48	17.23	-16.73	-2941.43	69.36	4.64	-0.01	0.01	17.03	-0.03	1.71	10.55	2.08	29.18	27.56	30.20	26.49	22.63	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.83	0.01	0.015	-0.002	32.48	13.08	-18.05	-2944.86	69.56	4.08	-0.00	0.01	17.04	0.09	1.71	23.18	0.40	29.19	27.54	30.20	26.52	22.66	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.84	0.01	0.007	0.013	32.47	17.27	-17.29	-2946.20	70.36	4.66	-0.01	0.01	17.04	0.09	0.49	23.18	0.40	29.26	27.56	30.18	26.52	22.65	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.85	0.03	0.007	0.005	32.48	15.16	-18.83	-2948.45	70.41	4.04	-0.01	0.01	17.05	-0.03	-3.17	-249.59	-1.13	29.29	27.54	30.16	26.51	22.64	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.86	0.01	0.013	0.013	32.47	13.76	-19.63	-2947.12	69.36	3.85	-0.00	0.01	17.07	-0.03	-4.39	-76.16	-1.43	29.32	27.53	30.15	26.49	22.62	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.87	0.02	0.012	0.008	32.47	13.66	-17.56	-2945.86	69.69	4.45	-0.00	0.01	17.06	-0.15	5.37	-30.81	-2.05	29.31	27.50	30.15	26.51	22.61	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.88	0.02	0.015	-0.003	32.47	12.18	-17.04	-2944.43	69.12	4.23	-0.00	0.01	17.05	-0.27	5.37	-17.02	-2.91	29.29	27.51	30.15	26.51	22.61	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.89	0.01	0.013	0.004	32.47	16.41	-17.77	-2944.69	69.54	4.82	-0.01	0.01	17.06	-0.27	7.81	-7.96	-5.08	29.28	27.49	30.13	26.51	22.61	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.90	0.01	0.010	0.004	32.47	17.86	-16.61	-2946.11	70.59	4.39	-0.01	0.01	17.07	-0.27	-1.95	-7.96	-5.08	29.31	27.51	30.11	26.51	22.60	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.91	0.02	0.004	-0.002	32.48	20.75	-16.96	-2947.14	70.09	4.81	-0.01	0.01	17.06	0.09	6.59	49.57	-0.34	29.23	27.50	30.10	26.51	22.59	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.92	0.02	0.007	0.005	32.47	20.12	-18.84	-2948.56	70.42	4.42	-0.01	0.01	17.07	0.09	-0.73	49.57	-0.34	29.24	27.50	30.08	26.52	22.59	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.93	-0.02	0.016	0.007	32.48	13.85	-18.76	-2949.63	70.57	4.53	-0.00	0.01	17.09	-0.03	-5.62	183.97	-0.82	29.19	27.47	30.03	26.52	22.61	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.94	-0.00	0.015	-0.005	32.48	8.75	-17.09	-2946.93	70.08	4.10	-0.00	0.01	17.10	0.09	0.49	-3.21	-11.11	29.23	27.47	30.00	26.51	22.64	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.95	0.01	0.015	0.008	32.47	7.31	-17.60	-2943.09	68.08	3.89	-0.00	0.01	17.10	-0.03	0.49	-76.16	-1.43	29.19	27.47	30.03	26.51	22.65	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.96	0.02	0.010	-0.000	32.48	16.46	-15.75	-2948.13	70.47	4.84	-0.01	0.01	17.12	0.09	-3.17	49.57	-0.34	29.18	27.45	30.10	26.52	22.66	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.97	0.02	0.015	0.004	32.47	20.75	-16.66	-2947.14	70.09	4.81	-0.01	0.01	17.11	0.09	10.25	49.57	-0.34	29.21	27.47	30.06	26.54	22.66	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.98	0.02	0.007	0.003	32.47	17.37	-17.83	-2948.55	70.67	4.69	-0.01	0.01	17.10	-0.15	0.49	-30.81	-2.05	29.21	27.44	30.11	26.56	22.66	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.99	0.01	0.013	0.001	32.47	14.48	-18.01	-2949.14	69.49	4.92	-0.00	0.01	17.10	-0.03	-0.73	-76.16	-1.43	29.18	27.46	30.15	26.56	22.64	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.00	-0.02	0.003	0.005	32.47	11.45	-17.78	-2951.38	70.41	4.45	-0.00	0.01	17.12	0.09	1.71	-55.99	-1.58	29.19	27.45	30.13	26.59	22.59	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.01	0.02	0.013	-0.000	32.47	14.30	-19.22	-2950.38	70.02	3.56	-0.00	0.01	17.11	-0.03	-3.17	-162.87	-1.20	29.23	27.45	30.13	26.57	22.56	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.02	0.02	0.018	-0.000	32.47	21.62	-18.04	-2952.09	71.11	4.01	-0.01	0.01	17.11	-0.15	-3.17	-30.81	-2.05	29.18	27.43	30.20	26.54	22.54	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.03	0.01	0.012	0.013	32.47	23.14	-17.38	-2947.26	69.23	4.89	-0.01	0.01	17.10	-0.03	-6.84	-76.16	-1.43	29.19	27.43	30.21	26.54	22.52	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.04	0.02	0.015	0.010	32.47	13.89	-17.55	-2949.24	69.51	5.19	-0.00	0.01	17.11	-0.03	-4.39	-162.87	-1.20	29.24	27.43	30.25	26.51	22.52	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.05	0.01	0.013	0.004	32.47	7.40	-16.69	-2951.46	70.67	4.57	-0.00	0.01	17.10	0.22	0.49	10.06	2.23	29.29	27.44	30.26	26.51	22.52	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.06	0.01	0.013	0.004	32.47	10.06	-17.88	-2950.04	69.60	4.25	-0.00	0.01	17.08	-0.03	0.49	-76.16	-1.43	29.31	27.45	30.26	26.49	22.52	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.07	0.02	0.009	0.005	32.46	19.93	-18.95	-2952.66	70.32	4.99	-0.01	0.01	17.07	0.09	-0.73	49.57	-0.35	29.29	27.43	30.28	26.51	22.51	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.08	-0.00	0.010	0.003	32.47	24.31	-18.00	-2949.10	68.84	4.99	-0.01	0.01	17.08	-0.15	-0.73	2.00	15.27	29.32	27.44	30.23	26.51	22.48	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.09	0.01	0.004	0.001	32.47	21.52	-16.85	-2954.18	71.64	5.25	-0.01	0.01	17.07	0.09	5.37	23.18	0.40	29.31	27.44	30.21	26.48	22.47	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.10	0.02	0.019	0.005	32.47	14.38	-18.94	-2952.65	70.33	4.88	-0.00	0.01	17.07	-0.15	0.49	-30.81	-2.05	29.34	27.44	30.25	26.49	22.46	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.11	0.02	0.010	0.005	32.47	12.12	-21.28	-2949.79	68.22	4.85	-0.00	0.01	17.06	-0.27	4.15	-17.02	-2.91	29.32	27.44	30.25	26.54	22.46	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.12	-0.02	0.013	-0.003	32.47	17.14	-19.45	-2949.98	68.71	4.61	-0.01	0.01	17.04	-0.15	-1.95	34.81	-0.07	29.31	27.42	30.21	26.56	22.48	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.13	0.02	0.009	0.001	32.47	22.29	-19.21	-2952.77	69.70	4.41	-0.01	0.01	17.04	-0.03	-3.17	-162.87	-1.20	29.34	27.42	30.21	26.51	22.49	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.14	-0.00	0.006	0.001	32.47	24.54	-18.04	-2951.79	69.82	5.09	-0.01	0.01	17.05	-0.15	-3.17	2.00	15.27	29.36	27.40	30.23	26.56	22.49	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.15	0.01	0.007	0.004	32.47	15.38	-16.70	-2952.93	70.86	5.42	-0.01	0.01	17.04	-0.03	-4.39	-76.16	-1.43	29.34	27.42	30.23	26.56	22.48	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.16	0.02	0.009	0.003	32.47	7.39	-19.08	-2950.12	69.38	4.57	-0.00	0.01	17.03	-0.15	5.37	-30.81	-2.05	29.36	27.43	30.25	26.59	22.47	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.17	0.01	0.010	0.010	32.47	8.62	-17.69	-2954.32	69.53	4.05	-0.00	0.01	17.02	-0.15	-0.73	-14.41	-3.25	29.37	27.41	30.26	26.61	22.45	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.18	0.01	0.007	0.007	32.47	17.81	-18.89	-2953.74	70.47	5.01	-0.01	0.01	17.02	-0.15	-5.62	-14.41	-3.25	29.37	27.42	30.26	26.64	22.46	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.19	0.01	0.018	0.004	32.46	23.64	-20.25	-2956.12	69.89	4.59	-0.01	0.01	17.01	0.09	2.93	23.18	0.40	29.39	27.44	30.26	26.69	22.46	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.20	-0.00	0.015	0.003	32.46	22.34	-16.87	-2955.05	70.49	5.08	-0.01	0.01	17.01	-0.03	-4.39	10.55	2.08	29.42	27.44	30.30	26.65	22.47	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.21	0.01	0.012	0.001	32.47	14.44	-18.11	-2953.43	69.41	4.90	-0.00	0.01	17.01	-0.15	-6.84	-14.41	-3.25	29.44	27.45	30.33	26.64	22.49	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.22	0.01	0.012	-0.005	32.47	7.94	-18.43	-2954.31	69.53	4.28	-0.00	0.01	17.02	-0.03	5.37	-76.16	-1.43	29.48	27.44	30.28	26.65	22.48	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.23	0.01	0.010	-0.010	32.47	10.02	-18.67	-2955.89	70.98	3.60	-0.00	0.01	17.02	-0.15	6.59	-14.41	-3.25	29.48	27.45	30.30	26.65	22.47	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.24	0.01	0.013	0.004	32.47	21.49	-16.84	-2953.62	69.66	3.96	-0.01	0.01	17.01	-0.03	9.03	-76.16	-1.43	29.55	27.45	30.30	26.67	22.45	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.25	0.01	0.004	-0.000	32.47	25.95	-18.11	-2954.30	70.77	4.64	-0.01	0.01	17.02	0.09	-5.62	23.18	0.40	29.61	27.43	30.28	26.64	22.46	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.26	-0.00	0.015	0.004	32.46	21.74	-20.19	-2956.46	70.58	5.34	-0.01	0.01	17.03	-0.27	0.49	1.10	28.45	29.61	27.41	30.28	26.59	22.46	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.27	0.02	0.013	0.004	32.46	13.17	-17.92	-2958.45	71.34	5.41	-0.00	0.01	17.04	0.09	-3.17	49.57	-0.35	29.68	27.38	30.35	26.56	22.46	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.28	0.01	0.010	-0.002	32.47	1.50	-18.30	-2955.29	69.65	3.04	-0.00	0.01	17.07	-0.03	5.37	-76.16	-1.43	29.69	27.37	30.33	26.61	22.46	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.29	0.01	0.004	0.007	32.46	5.70	-16.76	-2955.15	69.24	2.97	-0.00	0.01	17.06	0.09	1.71	23.18	0.40	29.66	27.35	30.35	26.54	22.46	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.30	-0.00	0.013	-0.000	32.47	17.01	-17.07	-2959.35	71.66	3.91	-0.01	0.01	17.07	-0.15	-0.73	2.00	15.27	29.66	27.35	30.35	26.57	22.46	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.31	-0.00	0.009	0.007	32.46	27.92	-17.89	-2954.66	68.93	5.84	-0.01	0.01	17.08	0.09	-5.62	-3.21	-11.11	29.68	27.37	30.31	26.61	22.47	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.32	0.02	0.004	0.004	32.46	20.89	-19.15	-2953.46	68.53	4.87	-0.01	0.01	17.08	0.22	-3.17	21.51	0.51	29.74	27.37	30.31	26.62	22.47	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.33	0.01	0.012	-0.002	32.47	10.20	-18.31	-2956.76	69.85	4.31	-0.00	0.01	17.07	-0.15	-0.73	-14.41	-3.25	29.74	27.39	30.31	26.67	22.47	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.34	0.01	0.018	-0.000	32.46	7.90	-18.25	-2956.58	69.82	3.62	-0.00	0.01	17.07	0.09	-0.73	23.18	0.40	29.73	27.40	30.31	26.70	22.46	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.35	-0.02	0.009	0.004	32.46	14.31	-16.86	-2958.11	70.88	3.57	-0.00	0.01	17.09	-0.15	5.37	34.81	-0.07	29.73	27.39	30.30	26.65	22.44	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.36	0.02	0.009	0.005	32.46	21.58	-17.94	-2963.16	71.91	3.99	-0.01	0.01	17.09	-0.03	1.71	-162.87	-1.20	29.74	27.44	30.28	26.64	22.44	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.37	0.01	0.010	-0.002	32.46	24.64	-18.34	-2960.69	70.35	5.77	-0.01	0.01	17.10	-0.03	-4.39	-76.16	-1.43	29.73	27.44	30.28	26.65	22.43	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.38	-0.00	0.007	-0.000	32.46	13.28	-17.09	-2958.22	70.27	4.17	-0.00	0.01	17.09	-0.15	0.49	2.00	15.26	29.77	27.44	30.20	26.62	22.44	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.39	0.02	0.007	0.007	32.46	3.76	-15.66	-2956.18	69.00	3.71	-0.00	0.01	17.10	-0.03	-3.17	-162.87	-1.20	29.77	27.47	30.21	26.64	22.44	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.40	0.01	0.007	0.003	32.47	3.04	-17.00	-2961.10	70.65	3.29	-0.00	0.01	17.08	0.09	-1.95	23.18	0.40	29.76	27.51	30.16	26.62	22.44	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.41	-0.00	0.020	0.001	32.46	14.27	-19.46	-2959.71	68.71	3.55	-0.00	0.01	17.08	-0.39	-1.95	0.76	41.64	29.76	27.52	30.20	26.56	22.46	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.42	0.01	0.012	-0.000	32.46	24.37	-18.31	-2958.00	69.36	5.02	-0.01	0.01	17.06	-0.15	5.37	-14.41	-3.25	29.77	27.58	30.16	26.59	22.49	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.43	-0.02	0.007	0.003	32.46	20.89	-20.46	-2960.25	69.17	4.87	-0.01	0.01	17.06	-0.03	-4.39	183.97	-0.82	29.71	27.59	30.20	26.54	22.52	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.44	0.02	0.010	0.005	32.46	12.42	-18.00	-2962.57	70.59	4.33	-0.00	0.01	17.06	0.09	-5.62	49.57	-0.35	29.76	27.64	30.21	26.57	22.55	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.45	0.02	0.010	0.014	32.46	10.79	-17.56	-2961.21	70.42	4.04	-0.00	0.01	17.06	0.09	0.49	49.57	-0.35	29.74	27.66	30.23	26.54	22.55	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.46	0.02	0.006	0.001	32.46	11.61	-18.26	-2963.64	70.72	3.23	-0.00	0.01	17.03	-0.15	2.93	-30.81	-2.05	29.76	27.68	30.20	26.54	22.54	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.47	0.01	0.015	0.003	32.46	22.89	-18.21	-2961.34	69.78	4.15	-0.01	0.01	17.01	-0.03	-0.73	-76.16	-1.43	29.73	27.66	30.16	26.51	22.57	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.48	0.01	0.012	0.011	32.46	22.44	-15.44	-2960.45	70.16	4.48	-0.01	0.01	17.03	-0.03	-6.84	-76.16	-1.43	29.76	27.68	30.18	26.54	22.58	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.49	0.02	0.012	0.014	32.45	14.49	-18.73	-2961.24	69.55	4.28	-0.00	0.01	17.02	0.09	-1.95	49.57	-0.35	29.77	27.68	30.20	26.54	22.58	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.50	0.02	0.013	0.010	32.46	6.55	-17.76	-2960.02	70.26	3.45	-0.00	0.01	16.99	0.09	-0.73	49.57	-0.35	29.81	27.68	30.20	26.52	22.57	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.51	0.01	0.019	0.007	32.46	9.26	-19.21	-2960.46	68.18	3.80	-0.00	0.01	16.99	-0.15	7.81	-14.41	-3.25	29.79	27.69	30.23	26.52	22.56	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.52	0.01	0.016	0.001	32.46	15.03	-20.60	-2959.80	68.47	3.35	-0.01	0.01	16.99	-0.15	4.15	-14.41	-3.25	29.81	27.70	30.18	26.54	22.55	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.53	-0.00	0.013	-0.000	32.46	21.63	-18.39	-2961.27	69.14	4.02	-0.01	0.01	17.00	-0.03	2.93	10.55	2.08	29.82	27.72	30.18	26.59	22.56	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.54	-0.02	0.019	0.008	32.45	20.18	-19.08	-2964.78	69.99	4.44	-0.01	0.01	17.00	-0.15	-8.06	34.81	-0.07	29.84	27.70	30.21	26.57	22.56	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.55	0.01	0.019	0.003	32.46	12.36	-19.32	-2961.14	69.55	4.95	-0.00	0.01	17.00	0.09	-6.84	23.18	0.40	29.82	27.69	30.23	26.59	22.55	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.56	-0.00	0.010	-0.002	32.46	3.67	-17.37	-2961.54	68.82	3.68	-0.00	0.01	17.01	0.22	5.37	-1.39	-24.30	29.81	27.72	30.21	26.61	22.54	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.57	-0.00	0.010	0.007	32.46	9.98	-18.08	-2961.64	68.57	3.59	-0.00	0.01	17.01	0.09	1.71	-3.21	-11.11	29.85	27.71	30.21	26.59	22.56	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.58	0.01	0.016	0.003	32.46	24.19	-17.14	-2962.19	69.50	4.31	-0.01	0.01	17.01	-0.15	1.71	-14.41	-3.25	29.85	27.69	30.25	26.59	22.56	-3112.87	0.00	0.000	-1.00	17.00	0.000	26.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
